EPOCH                             DENSITY   TEMPERATURE        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.mil.mic         cm^-3            eV          km/s          km/s          km/s
06-09-2022 00:19:53.552.234       5.24201       35.9245       435.972      -26.6620      -23.4890
06-09-2022 00:19:57.552.241       4.58680       33.2008       440.001      -41.2248      -31.3434
06-09-2022 00:20:01.552.248       4.82043       37.2084       429.161      -25.3654      -27.8191
06-09-2022 00:20:05.552.255       5.29750       40.8592       422.838      -30.3150      -33.1795
06-09-2022 00:20:09.552.262       5.15913       35.3684       442.759      -26.4329      -24.2974
06-09-2022 00:20:13.552.269       5.35912       46.0773       417.210      -30.0256      -35.7074
06-09-2022 00:20:17.552.276       4.84781       33.5496       438.575      -24.4596      -25.7397
06-09-2022 00:20:21.552.283       5.30101       39.8013       429.042      -18.1861      -29.6001
06-09-2022 00:20:25.552.290       4.88975       34.8491       437.631      -25.4341      -27.7777
06-09-2022 00:20:29.552.297       4.86790       39.2467       437.713      -27.1660      -29.6647
06-09-2022 00:20:33.552.304       4.79146       32.8258       433.092      -28.0333      -32.8220
06-09-2022 00:20:37.552.311       5.04691       50.1948       404.942      -7.25649      -35.0984
06-09-2022 00:20:41.552.318       4.79420       41.0188       436.130      -27.9910      -31.1199
06-09-2022 00:20:45.552.325       4.63959       35.7228       443.231      -32.0632      -29.2188
06-09-2022 00:20:49.552.332       4.87316       45.4225       424.698      -26.6106      -31.4092
06-09-2022 00:20:53.552.339       4.15398       36.1133       439.028      -33.2013      -26.2597
06-09-2022 00:20:57.552.345       4.48750       39.4837       441.188      -24.6848      -20.7546
06-09-2022 00:21:01.552.353       4.13540       33.4049       441.163      -30.4968      -17.7630
06-09-2022 00:21:05.552.359       4.35558       35.2089       441.392      -31.5018      -18.6299
06-09-2022 00:21:09.552.366       4.56848       44.3410       437.182      -24.7089      -23.3471
06-09-2022 00:21:13.552.373       6.09780       95.3955       411.930      -5.72120       13.7143
06-09-2022 00:21:17.552.380       5.51135       44.8675       427.278      -16.8937      -29.6764
06-09-2022 00:21:21.552.387       4.77022       36.1691       428.279      -29.2188      -23.9441
06-09-2022 00:21:25.552.394       4.92241       36.9655       429.214      -29.2197      -16.5620
06-09-2022 00:21:29.552.401       5.14070       43.3896       423.163      -26.1474      -25.3624
06-09-2022 00:21:33.552.408       5.22113       42.5416       435.500      -28.9382      -19.8001
06-09-2022 00:21:37.552.415       4.59499       33.0907       423.337      -26.4517      -17.7780
06-09-2022 00:21:41.552.422       4.84100       37.4144       438.174      -20.0731      -31.8218
06-09-2022 00:21:45.552.429       4.62310       34.3066       429.621      -25.9461      -28.8007
06-09-2022 00:21:49.552.436       4.75225       47.2486       418.917      -26.1284      -28.7531
06-09-2022 00:21:53.552.443       4.93238       42.8988       433.607      -30.8330      -18.9999
06-09-2022 00:21:57.552.450       4.63601       38.1703       432.030      -33.6859      -18.6282
06-09-2022 00:22:01.552.457       4.56069       35.1551       431.422      -32.2078      -18.5290
06-09-2022 00:22:05.552.464       4.51344       36.9399       439.128      -30.4356      -10.4429
06-09-2022 00:22:09.552.471       4.71625       41.5110       440.005      -32.9707      -12.4998
06-09-2022 00:22:13.552.478       5.00787       41.5732       428.581      -24.3142      -16.4567
06-09-2022 00:22:17.552.485       4.36028       35.2322       433.000      -31.2839      -11.7253
06-09-2022 00:22:21.552.492       4.71497       39.2626       436.387      -29.4999      -15.7133
06-09-2022 00:22:25.552.499       4.77220       36.2344       431.802      -36.8812      -11.0251
06-09-2022 00:22:29.552.506       4.38658       35.2456       427.236      -38.0525      -6.44331
06-09-2022 00:22:33.552.513       4.84513       39.0778       429.395      -29.9165      -10.4123
06-09-2022 00:22:37.552.520       4.38424       33.4559       433.952      -35.5321      -11.2338
06-09-2022 00:22:41.552.527       4.74046       40.5831       418.049      -32.3881      -16.7775
06-09-2022 00:22:45.552.533       4.46421       33.0645       430.392      -35.3476      -10.1499
06-09-2022 00:22:49.552.540       4.69152       36.1655       437.209      -34.7157      -9.27308
06-09-2022 00:22:53.552.547       4.51277       36.4061       436.978      -39.1665      -9.07367
06-09-2022 00:22:57.552.554       4.61046       36.0649       427.316      -36.4368      -10.5276
06-09-2022 00:23:01.552.561       4.65087       38.8932       432.823      -36.8949      -8.67444
06-09-2022 00:23:05.552.568       4.58412       38.2689       429.752      -38.6420      -8.29146
06-09-2022 00:23:09.552.575       4.19718       31.2317       430.708      -41.7695      -4.07336
06-09-2022 00:23:13.552.582       4.33669       36.7034       429.954      -38.3059      -7.85505
06-09-2022 00:23:17.552.589       4.28285       35.3348       432.687      -38.0348      -2.55755
06-09-2022 00:23:21.552.596       4.46100       35.6265       428.669      -33.4067      -7.34624
06-09-2022 00:23:25.552.603       4.77583       37.6469       426.181      -33.9031      -7.16870
06-09-2022 00:23:29.552.610       4.72295       41.7803       438.093      -34.4576     -0.684146
06-09-2022 00:23:33.552.617       4.51700       39.2260       449.854      -32.2675       1.59805
06-09-2022 00:23:37.552.624       4.15912       39.2215       434.779      -30.8946      -2.04857
06-09-2022 00:23:41.552.631       3.74460       37.5549       435.074      -37.4785      -4.95347
06-09-2022 00:23:45.552.638       4.64386       36.3597       429.687      -34.2107      -3.63331
06-09-2022 00:23:49.552.645       4.61905       36.7916       427.554      -35.7988      -1.75869
06-09-2022 00:23:53.552.652       4.37976       37.7341       440.338      -37.7884      0.607928
06-09-2022 00:23:57.552.659       3.94516       46.7215       428.562      -38.8496      -2.14181
06-09-2022 00:24:01.552.666       4.38846       34.5595       433.432      -39.6189       6.44300
06-09-2022 00:24:05.552.673       4.68354       41.6300       433.676      -31.8777       2.63900
06-09-2022 00:24:09.552.680       4.41441       35.0508       437.401      -38.9936       3.82674
06-09-2022 00:24:13.552.687       4.45496       38.1835       436.017      -37.4115       4.26099
06-09-2022 00:24:17.552.694       4.57323       42.1138       420.145      -31.6587       2.36065
06-09-2022 00:24:21.552.700       4.11301       35.3117       432.639      -42.9141       10.9029
06-09-2022 00:24:25.552.707       4.59643       43.2311       428.439      -34.4108       3.90108
06-09-2022 00:24:29.552.714       4.48830       40.6884       436.305      -38.5504       5.45472
06-09-2022 00:24:33.552.721       4.55376       39.9498       432.209      -36.8429       6.11454
06-09-2022 00:24:37.552.728       4.32834       35.3651       431.875      -43.9068       6.86856
06-09-2022 00:24:41.552.735       4.32630       38.4163       430.286      -40.1223       5.89588
06-09-2022 00:24:45.552.742       4.51759       36.8485       430.586      -44.5372       6.55665
06-09-2022 00:24:49.552.749       5.07701       52.5100       422.361      -22.3836      -6.02824
06-09-2022 00:24:53.552.756       5.38163       98.0507       431.076      -28.3503       70.0244
06-09-2022 00:24:57.552.763       4.44514       35.5399       428.667      -42.8056       1.93664
06-09-2022 00:25:01.552.770       4.22708       34.7105       433.714      -44.0865       6.02476
06-09-2022 00:25:05.552.777       4.59947       33.6602       427.587      -41.0643      0.856650
06-09-2022 00:25:09.552.784       4.42439       34.4443       425.694      -43.4300       2.43985
06-09-2022 00:25:13.552.791       4.62805       36.8061       428.643      -39.4007       5.81727
06-09-2022 00:25:17.552.798       5.49758       73.6831       412.854      -33.0476       51.6708
06-09-2022 00:25:21.552.805       4.41600       37.8749       431.630      -41.2038       8.02314
06-09-2022 00:25:25.552.812       4.48425       33.7157       431.685      -40.5446       9.72219
06-09-2022 00:25:29.552.819       4.34768       37.7732       427.661      -40.0905       3.33781
06-09-2022 00:25:33.552.826       5.01641       78.3340       406.532      -33.7961       49.9685
06-09-2022 00:25:37.552.833       4.58085       36.7971       419.631      -35.7564       6.86625
06-09-2022 00:25:41.552.840       4.30049       33.3693       430.969      -45.8383       1.98741
06-09-2022 00:25:45.552.847       3.97117       33.5933       435.492      -46.8133       5.12957
06-09-2022 00:25:49.552.854       4.76697       55.2337       406.064      -20.3427      -5.57822
06-09-2022 00:25:53.552.861       4.09706       32.9813       433.302      -43.1169       4.67596
06-09-2022 00:25:57.552.868       3.84650       33.4247       433.195      -43.8104       5.66593
06-09-2022 00:26:01.552.874       3.84668       32.8126       427.272      -44.7029       7.42779
06-09-2022 00:26:05.552.881       4.19975       41.0204       421.009      -37.2071     -0.583019
06-09-2022 00:26:09.552.888       3.88212       32.6861       424.290      -38.2592       5.45203
06-09-2022 00:26:13.552.895       4.68181       45.3324       418.583      -26.0270      -2.71627
06-09-2022 00:26:17.552.902       4.15904       35.7402       434.699      -33.0201       3.04223
06-09-2022 00:26:21.552.909       4.24686       36.7598       431.250      -27.5681     -0.406711
06-09-2022 00:26:25.552.916       4.56960       37.9059       426.790      -21.7785       2.98750
06-09-2022 00:26:29.552.923       4.28260       38.7194       430.998      -23.2435      -2.01486
06-09-2022 00:26:33.552.930       4.27604       41.6945       425.450      -28.5608      -8.77885
06-09-2022 00:26:37.552.937       4.16106       34.6554       430.591      -34.9593       1.87931
06-09-2022 00:26:41.552.944       4.27476       37.4981       431.587      -24.7630      -1.91511
06-09-2022 00:26:45.552.951       4.05969       33.7289       429.070      -29.9355      -4.55745
06-09-2022 00:26:49.552.958       4.27730       35.5862       424.804      -26.3754      0.678101
06-09-2022 00:26:53.552.965       4.22926       36.5804       433.156      -28.8858      -1.29851
06-09-2022 00:26:57.552.972       5.01860       49.9129       424.966      -11.8990      -11.2196
06-09-2022 00:27:01.552.979       4.63857       36.7449       428.802      -26.8301      -2.07257
06-09-2022 00:27:05.552.986       4.49674       38.8774       436.191      -24.1220      -4.63702
06-09-2022 00:27:09.552.993       4.49963       36.8734       433.143      -21.8218      -3.25704
06-09-2022 00:27:13.553.000       4.07007       32.8091       432.348      -34.3475       2.02209
06-09-2022 00:27:17.553.007       4.34528       35.6463       431.391      -36.3080      -5.96260
06-09-2022 00:27:21.553.014       4.59848       36.4816       431.359      -38.2946       3.65424
06-09-2022 00:27:25.553.021       4.14137       35.7270       431.119      -39.4102       4.57699
06-09-2022 00:27:29.553.028       4.03847       30.9035       433.307      -46.4036       8.09658
06-09-2022 00:27:33.553.034       4.05694       32.4991       429.414      -45.4859       11.7851
06-09-2022 00:27:37.553.042       4.35627       42.6197       423.726      -31.1292       1.44955
06-09-2022 00:27:41.553.048       4.13229       32.2790       434.167      -42.3838       7.17589
06-09-2022 00:27:45.553.055       4.42630       43.7228       416.878      -31.0262      -2.53454
06-09-2022 00:27:49.553.062       4.12468       34.7620       432.278      -47.0767       2.77666
06-09-2022 00:27:53.553.069       5.14255       69.9593       408.844      -37.6652       52.9991
06-09-2022 00:27:57.553.076       4.47465       37.0899       427.170      -41.9977       9.54054
06-09-2022 00:28:01.553.083       4.30325       36.5788       428.018      -39.1211       9.40217
06-09-2022 00:28:05.553.090       4.25466       33.6454       428.035      -43.8025       13.2452
06-09-2022 00:28:09.553.097       4.06420       38.8731       415.322      -41.5964       2.17689
06-09-2022 00:28:13.553.104       4.04331       31.8441       426.721      -47.8957       14.8432
06-09-2022 00:28:17.553.111       4.38898       38.3901       422.717      -41.7950       10.8829
06-09-2022 00:28:21.553.118       4.02381       32.7760       422.493      -45.9940       15.7269
06-09-2022 00:28:25.553.125       4.63123       80.0486       424.420      -41.2472       64.7662
06-09-2022 00:28:29.553.132       4.01397       35.2710       426.902      -52.8585       13.0571
06-09-2022 00:28:33.553.139       4.09315       42.0215       422.595      -48.4143       11.1944
06-09-2022 00:28:37.553.146       4.44917       57.1658       403.875      -42.0701       5.68185
06-09-2022 00:28:41.553.153       4.34429       51.6467       407.184      -52.5186       4.61773
06-09-2022 00:28:45.553.160       4.03537       41.7606       427.907      -61.6103       14.7315
06-09-2022 00:28:49.553.167       3.70190       33.1605       435.166      -69.0233       25.3130
06-09-2022 00:28:53.553.174       4.40225       47.0130       427.850      -62.1256       21.7513
06-09-2022 00:28:57.553.181       4.00837       32.6710       433.363      -51.7804       27.8922
06-09-2022 00:29:01.553.188       3.99611       35.0677       422.501      -44.0423       22.0795
06-09-2022 00:29:05.553.195       4.27433       33.3566       428.466      -37.3165       17.6936
06-09-2022 00:29:09.553.202       4.41233       38.6981       432.828      -35.0120       20.3405
06-09-2022 00:29:13.553.209       4.43338       41.3741       419.154      -29.6373       15.7174
06-09-2022 00:29:17.553.215       3.87091       34.6202       425.864      -50.4428       21.9540
06-09-2022 00:29:21.553.223       4.03448       38.8241       431.664      -46.7650       15.6125
06-09-2022 00:29:25.553.229       4.70141       47.5186       428.713      -33.0184       9.41782
06-09-2022 00:29:29.553.236       4.22991       33.9014       436.287      -42.8992       15.8093
06-09-2022 00:29:33.553.243       4.37140       38.4327       424.664      -25.5863       8.75718
06-09-2022 00:29:37.553.250       4.25828       32.3839       433.113      -28.8598       11.7443
06-09-2022 00:29:41.553.257       4.05992       30.7171       431.548      -34.0421       17.5557
06-09-2022 00:29:45.553.264       3.97064       32.8424       427.861      -37.9003       16.9075
06-09-2022 00:29:49.553.271       4.30844       36.7361       426.748      -36.6276       15.1942
06-09-2022 00:29:53.553.278       4.88915       57.7536       410.638      -16.2066       2.67948
06-09-2022 00:29:57.553.285       4.52755       43.7082       429.579      -32.3395       14.2863
06-09-2022 00:30:01.553.292       5.22885       51.7505       418.384      -17.7322       4.88744
06-09-2022 00:30:05.553.299       4.48158       37.5048       432.837      -24.8393       17.1448
06-09-2022 00:30:09.553.306       4.48962       41.3946       434.068      -27.8227       11.2274
06-09-2022 00:30:13.553.313       4.86795       45.8146       419.366      -23.4328       15.1887
06-09-2022 00:30:17.553.320       5.28932       67.1729       393.402      -19.3492       70.5759
06-09-2022 00:30:21.553.327       3.96846       28.6431       422.940      -32.7693       34.0290
06-09-2022 00:30:25.553.334       4.03726       37.6247       426.451      -23.8834       19.4678
06-09-2022 00:30:29.553.341       3.91458       31.4963       425.577      -32.6395       24.8010
06-09-2022 00:30:33.553.348       3.99598       34.7903       422.781      -44.4409       19.5836
06-09-2022 00:30:37.553.355       4.26520       38.2216       420.455      -38.1252       3.46654
06-09-2022 00:30:41.553.362       4.46147       38.1750       434.429      -46.3250       14.3429
06-09-2022 00:30:45.553.369       4.59819       36.1401       431.396      -35.0682       19.1075
06-09-2022 00:30:49.553.376       4.45721       41.2305       420.125      -20.6563       10.2534
06-09-2022 00:30:53.553.383       4.14640       40.4695       425.349      -39.0067       15.7409
06-09-2022 00:30:57.553.390       4.26336       36.0632       427.712      -34.7513       9.80090
06-09-2022 00:31:01.553.396       4.62499       38.3924       415.369      -22.3363      -3.71927
